id	status	length	sequence_sha256	reason
F4I4R0	retrieved	408	422f17d3123de01744db307fce151e0c351fbcc9e89b997622977460978ae26d	
F4I5D7	retrieved	509	40dccf7030ed753e7b6ceee3e50436250c5ec3ce4731c8ba8598747890704ba7	
F4I672	retrieved	460	fa8e65f664e0b3a2b06943d91e743dddc50eb969bef3d22b20be0b1a938840d9	
F4I6M4	retrieved	821	5b968029a3343012bf215fa705aafc8e85e71cf97717019d5886c9b008d80f23	
F4I764	retrieved	362	42585f53c9f38b65a2668f4f9f2a7761cb78b1862315c6380c0f83a5465561bb	
F4I7I0	retrieved	543	73e72c02722346a33e868671fd1786a205468823fbe2cf5eba9bda2da500de31	
F4I8E9	retrieved	557	390b664b2937a59c17e440569db562df01b547806f7e530f1596e6d9e91f96e2	
F4I9J8	retrieved	513	a61ff94cb0084954ec798cc762f9822f5f5deb06a8a692456c8e5a75a9792c36	
F4IAG2	retrieved	1042	8a315b15d837278175345940a5433d4f4c4ca452e87fb50104e3675401fe11e9	
F4ICX9	retrieved	759	ab62754ae8f9f8db213fa00ee2965afd10a537957129a993c37e83387ae2c9aa	
F4IE21	retrieved	228	fb5fb6a38885c43390eefaf490de0c43cc6d9f12d746f2c44f4598c3f6d69e1d	
F4IEM5	retrieved	410	21b104046a7a371eda4113187bc0cc99f2e8dec1c5fb0fec8b3bda850a61a717	
F4IFC5	retrieved	650	257cc8fdc6aec9f938dd76dd8d0c32668877665f6a5c5d9af96aeb2702456982	
F4IG60	retrieved	136	7230e31521143bd13384fcd08da017ae7b8c8febedfdcc4704a2f53b61de6f73	
F4IH98	retrieved	133	e3f68b3ebc321efbaa5cd44eb47d7a1f4e864b2680cc28e12624e796c5062424	
F4IHL3	retrieved	641	274a2bbb08cd200df16d10ab98694893f7bf2d96144a0de8b64d61d60eb1e08f	
F4IHS2	retrieved	3574	bae5d5fd77545cf68679892e78a0dc63ffe928febfc0c400c0510f32842e782d	
F4IHS9	retrieved	342	0be3a57e370560a2d1244658740018e2a3d21ada24f450254a6f18e1edac8265	
F4II29	retrieved	798	ec31b6a061a9dbc8a0a15c0b23086127318748b526c0c9e12b3f73431fa36b75	
F4IIM1	retrieved	2150	c535481e8e08ad74d09d5abaaea5ca00ef70c7fa6eb2a4bc7970aab5b7cf321e	
F4IIU4	retrieved	1708	c2297c36973ce21e524a2d135649f374f98bcbbc9e159a9b8fff26f24d3d866b	
F4IK01	retrieved	299	de9f63f692352c7e7be193a1157644c1177978deb16ceba3203577d8586b05e6	
F4IM73	retrieved	496	f6e2de18590d635506ac0c9ac913afcac64e1a4114ef0cd1f74a7e27d63df6c7	
F4IPE3	retrieved	445	9be6966574826b47386d63aff71179117891d40e8f676ec42984ef5091867746	
F4IS00	retrieved	405	5a5c8ef4daefe32da0cf3ff0c08adec7a75ac78a178bd3310bdc80f5037a8a2d	
F4IS56	retrieved	479	1c1d22b1e8b594412a6e8a8c80fbda725ff501d178b3c63b76f0738cfdecde11	
F4ISG1	retrieved	631	39156e33395bad46c4fae8840bf9128ea42340a9b3686e2ee37b967f87beb797	
F4ITL6	retrieved	250	91f6da1cf04aa341046eddeba9152d132c22aed49df02654f4be77b0f2b9adee	
F4IUW3	retrieved	550	5e31f61a9dd53f0bdb2208d30f473293118782292a4b0dadc412c976e87a9895	
F4IVJ8	retrieved	1826	45dfe6678df88520dca7a3294972023e16be3f7d70f95b44e0f893a37cba2945	
F4IVZ7	retrieved	441	d1bb9b967b5f895c55da02bde5f0313311a73718b060db118e89f59e784db690	
F4IX22	retrieved	1254	20af7501d2ba94ebfb41feaf7d75cfb02507ff57ad94808f512d0a4341eb4525	
F4IX26	retrieved	313	3032276ffe4e9c563654aef3c24c201beacefad532ba5edcbd92a8102796f129	
F4IYD1	retrieved	371	9a6b7a4c5f3319faee6e14b15b45882185cd25e48e3091f2c70da5c9f688075d	
F4IZC0	retrieved	493	870410dbccab0b3530e4e143366a6dac4aacc9de614ba3dbe8186ba80685b051	
F4IZC5	retrieved	323	a583c6200bf207ff45b6c9ada7192b9bea5cd2fd4c4ab47cc815caa174b10c1a	
F4J030	retrieved	399	8aaa7182c9859177f89377985f130d306df52804f98c892ba3aff9147abe6fa2	
F4J0W4	retrieved	643	e90e8a6717188fbb2c96ba7777d46beaee7fc6277a580520a626c5b7ed17c200	
F4J153	retrieved	607	1bd98e39cf3d48f01096b8f142fce9b448752c0a980b46f831b7b6bf729570ca	
F4J220	retrieved	279	7de97619c6da846b9bf25fd534baa7acb77cee78a4a7b36d5d4060df7284cb71	
F4J2K4	retrieved	1273	4b591771bfb99ef89d4b1c220beae6f70374276fd5a99d9ee8d6dba7b285e6f7	
F4J5M9	retrieved	258	a288ab1b6ad2dea1620e3b08dca075d49bcf321a1c085749f9d3ac4625b34b87	
F4J6I6	retrieved	507	b7067b7cbd4764e98fa7705dea32ec06c98b984475ec564671b7e4c9cd6a0a53	
F4J819	retrieved	705	5fc6988f6099ce73b673ed499c7c8138938aef235270b9f46c8952460fe958b0	
F4J8D3	retrieved	1176	342faa2bc9e3aa2e7c3ff99db444becd66e11a0a2eeed951a64afd1d58ce1f46	
F4JCR2	retrieved	1606	ba8480a40159bb66144a03b4c7992677251d1dc2ca67d9c333d0c4deee5bd1ce	
F4JKK0	retrieved	1108	e8e03d4dc0992e5bd0e818c1ddf981b398c865b880652888a9c45a9d7b1318ed	
F4JL28	retrieved	234	a99d26d247cd21cb9d3079f1b044fed8b8db68e98db475dd487b353300da88cf	
F4JMN0	retrieved	201	feb4603c5a63746e4353f813d7ccae7177dc7ba0c39f492b6cddadbe0a963414	
F4JP43	retrieved	2037	951a17b87f3dd5ce6e05a24b4605eac77d0d6a2cf89ceeecea91450b0263fa67	
F4JP79	retrieved	514	92a0e063646270a3c7b2b82732a3d1cd56423430ff5e6bd7eca9cc817250f2d0	
F4JP94	retrieved	277	13470716336379dcb65ca93a1d27af836d2527b3306746d7373aff80ee13e60f	
F4JQ95	retrieved	492	566197568312abf798a9f8b506d24c4da09ac67ca06ae7a17b3e00675a62ec1a	
F4JRB0-2	missing	0		not returned by UniProt
F4JRR5	retrieved	421	73981798f1d94bcf9219567e76e1cac879f563dc8e3bc00935e9dc709a450df5	
F4JS25	retrieved	1052	f6c6032d6a5357e3cde61032544612ec956be476de2ee08c5d0c13108576782f	
F4JSU0	retrieved	305	1a83ceb4d001f90445813be606f563011c30ac8718bc15afbde3a29df2e4a8e8	
F4JT76	retrieved	1034	a181cde59b72a33f065e9fdb7fb9275b0f2bd74c89c4b96296fe78ec0aa0d16f	
F4JTI1	retrieved	782	51730f7328056ea65f75a9bad169a6c91db4f5d6757bfbecd830642c640eba5f	
F4JVI3	retrieved	493	25e97d1503c9a257239da4153a30fbd85691dcbdf13fcc889de30c30f9bf0adf	
F4JVN6	retrieved	1380	eb9d1112479c02ab1fd7f924d0caf47d5889923d5b3f0b2abe6d7454bf8c0063	
F4JXH7	retrieved	987	06a46119d58442eac5a197e366839e4cd2dc43171d9836ed4a382411904263b8	
F4JY84	retrieved	459	de4e365085c8a28773c7b17acc3d958e1548362aa19806b32d858795d78aed0a	
F4JZD5	retrieved	270	b7951adb60ec52eb275f4234483497117b4db71941e8a8790ec875e69767b9b6	
F4K0E8	retrieved	741	a6d70d8887c36a4aad2634b0bdbb6d0a4b18f702639ecd4825f14745571fbd90	
F4K128	retrieved	1064	078b0c1506b06373e3d41e7224d6e5202b4cf2ac1d65aa5372e29f16ce7237e3	
F4K1J1	retrieved	453	bfef24f7c6a0da20c865da8c760ba95bbf6c2694d20e09101f91540f78d70854	
F4K1U5	retrieved	199	52e0a2973fe6f0d996ea79bf90093e7d39680981df859808b3891e011ca8055e	
F4K210	retrieved	389	d70c5f5fdbff5a0a54313f34c8e44f782988b271a6353efaa4034ae5061a9406	
F4K3G5	retrieved	1297	3bd51980983df246d48abd2ea06804bd3dc88148cc042aebfe012fae009add19	
F4K5S0	retrieved	1658	96bf3d8991d054c5cdb0333711fb555f4cb8f74705ef6dc53f00bfaa4400e196	
F4K5X6	retrieved	287	0a72262d14b79a41e38cbab1ffac1104f0fa08b4332d12c8f2d05c4f5cb40239	
F4K6B8	retrieved	1090	560e97b68e2c253982d06722135680d770a686dbc37818ef8b568ab6bdb5e688	
F4K8Y6	retrieved	683	59a9ca31df8d908df0572fdfb6ad57366441b1f4e13ab92593d951a9c701c9a6	
F4K964	retrieved	789	96ee3db53e8eef8005f0ba94475892c236e70d1fbd312cbb02ea7ac982e22da4	
F4K9W6	retrieved	493	c4892880b2c4aee0638f4f4b10d5ec1f158601c40c8f896fa1006a2d8ea32f94	
F4KAS3	retrieved	326	3c5cd17874fdc681b3ec6457f27ac1513e6bba2b52532d669aabed5905c09a23	
F4KBF5	retrieved	282	28ab0d5e1695b61bedaba714b6eccf276b3c184905eb608ad93e97164fbc8329	
F4KCH7	retrieved	591	d14b7bd0bdea64ceece417bf400375b510ce8e1ed878d6f3be75330f9afc748a	
F4KCL7	retrieved	603	d5bdb145707702da667e01ebea1c2a254e70bfa1fafb1db392366da66e37d049	
F4KD38	retrieved	1161	a2f383ed89fd3a468a69e021fa1f39badae407a3f06ca6d1f818de325419533d	
F4KG64	retrieved	761	d37c824464b4f8074e9e8498688437779a0cd5e3f83544daa98fc9065bfe3a24	
F4KGE8	retrieved	559	85fde133951d3e434792994b56df36c6e30f7ba986ed9a5bb5692924c41f4fa0	
F4KGY6	retrieved	387	59df3c7826c243d66b9cffd6af5d750c21c85964fcf662ad2068029ef5c17077	
F4KIB2	retrieved	648	3b65a64de0667d8e57825050b24ff07e6efe8a4c0756d7b7a47c6d935cf40c8d	
F4KIJ2	retrieved	1040	4a95ada40bf567a214094c8c801a8eee0fa8b69f80ebce6e48292c2c05a4a4d6	
O04005	retrieved	216	fa367d70a62b9fce6325142315f7cc07bbbcae331ae5432343ebbe1816c6602f	
O04019	retrieved	423	9ddf800039820fd41c26e9e1540c7d0e5aecdaec60a521e8bfc40a53c76446aa	
O04027	retrieved	139	393dcbe84fae7a3e4e4cec12d1f73ca0cc3f9638837e4d80386995ff5acd9e23	
O04034	retrieved	546	c9b4ac64c18f8abf75fbc4f25d27088a563ab6fab9cbe3011ab14ec8712e56f3	
O04036	retrieved	496	04255340b0b0bf13faf02f021985db197729cdc7d0e8d692e2472f584bbb9dfe	
O04173	retrieved	134	2262eed9432530506e143fab6ae2b9c671197f4f6bfab480b23cffc58a961640	
O04197	retrieved	592	611d736a017d36ebabe626451f8ca729eba09d0cefbd3a329f65d1f35c86e2e7	
O04203	retrieved	435	df6dad0a6baba32a102dd7100ab467c3153a5383f1bc7f232c7713195d88a4f3	
O04204	retrieved	317	88f47fa9595bf62faaf6490a57263748729141114be9209e4fab8c1232621ea7	
O04209	retrieved	258	75723e2514e5cbc13db9acf06168470e52b5c3e3f0d517b1b46c00341ff7a7c9	
O04265	retrieved	347	59622998eb8ea309a9fa82b579bbdfde7ecebf7e9c76504b0925f015a21da3ce	
O04291	retrieved	852	1355f8f9dda2263be6c7f2037cdbf51e2276edcd2f9c3b8caecd50e6770c8cdb	
O04292	retrieved	841	6522818bdbc832358b99774837d32290428a8feeeed4b0cc9119080b33f8a5aa	
O04294	retrieved	531	09de37b1b96c3d64fa63083f500bdf766b6e06ebd1604917744d566f31ee4861	
O04309	retrieved	451	aae8c77ff82866ad3c515f71e72834da3ef9d8f564ddd6712efba0883f48be20	
O04314	retrieved	298	b5ef2674e6feac6a99b303f533413a614b9a448a6fdbd468a8cea377ef12ebc2	
O04316	retrieved	619	a681bd8032e520bf94230618297308dfb08a1ab55cfa5d20c294c189e4a216cd	
O04331	retrieved	277	41c2dfb18b5f504e904db30908ce74c17ee60b60ad3116824d34d460431b87cd	
O04336	retrieved	380	a3494f23ef528e5c12c5903e2b461f3933299da2960e09976f9cc02f776ba1a0	
O04351	retrieved	320	a84e5cdb10cec01df7c4a02d4bc54d246a873175db776ed5acb43e995fe603d1	
O04450	retrieved	535	5a15520b7f1e99eefec62a25c3ceab8619a91dba7dd519b23e0f01448497bde3	
O04492	retrieved	419	f8be7d07881afe129e5f1df8839c4ab0dabdb6fc79fbe5649b5d9754705f7151	
O04539	retrieved	1326	555470fa7fe3b46cb2959947f706f23043398c95226ed39afb430d40e506741f	
O04551	retrieved	308	be486a38751089d9bcc629ba4cd3e3589bf43c30296cea85674070fab4ba4857	
O04567	retrieved	601	af6d9c2a3a0a7668d12b58c13ed50ca0f941009c0d927505f25908b20d2d8aaf	
O04603	retrieved	262	b7443c4ec7ecd2517acf2650ad0dea61d581cd3023af6f5e4a064fe006e51769	
O04632	retrieved	126	d699bdba761e32bf924607e26131ece98892af7e3e9eca7b9b14990ac1efcb45	
O04656	retrieved	450	29ad86e7f52c9aed0bd7a31d5262d08f93ddae439a94a912ca013ef821780cf0	
O04663	retrieved	198	fabd17f6017d753cf0b2124fa5724536319105ec591232dec16e4c07095d55cf	
O04714	retrieved	326	c9403526e0526598d79f4fc0a46126e0854f5e4ba24a349f50aff1410e6fe00f	
O04719	retrieved	423	88a8fd7a6968eea94a2d1e6fb80daa7d60bfe92ed823ffc73eec823c45e5689d	
O04719-1	missing	0		not returned by UniProt
O04848	retrieved	142	f7ecb8e905644ea0fd4370a38e7b60e7028a3adc5abf91120d01b2ccd71f6ddc	
O04905	retrieved	202	48409f7d06204a62e18be4338049487ecdbc84d7dda0104b9051f98bc3a49cae	
O04951	retrieved	307	b45871d0dc06907cd9ac340da342ad29e6e5309145e097fd1813e0c18029b633	
O22042	retrieved	651	ab88bf781ab5bda4b75dee4454c9a74103b2ad1b3d14d29af6fa3eb2b46b62e8	
O22059	retrieved	94	1d246ce660007829cd48bfed9bc17a14a812aca806df43b0c5228f85881fcd35	
O22176	retrieved	317	2a69210d83a80f98f8a5b52628ef5310bc4d044bec3b4bfefc96b9c61b8142e8	
O22178	retrieved	773	6dc67acb20212a9438d857e348e070a2106bb26822c5ea7b34bc224621803019	
O22179	retrieved	309	369ca71b5f924726a92c50d58bef1bdabf3aa8ef896e4af79bbdc2e2d3974cef	
O22211	retrieved	431	8fa3e56b806199ea1a50ce5664b79902850777aa77de33746378c6707466d480	
O22224	retrieved	861	281a029a055e123a9fc66d06e56ef7073c5686039744266426ccb19a574ccc3e	
O22229	retrieved	529	777a6988f831573b14068f38c4df1e9db90812147e185cd60ad807e2ccdcbc5c	
O22264	retrieved	371	51273942d5ac77695ce39ffb19776d157c0b6cb362977dd3c669576d018816ae	
O22265	retrieved	373	61aad8abcb5425cb14acec584d1620ad2e82697fd67d57cebbe0906837aaf6ea	
O22267	retrieved	1122	7716c077333acc56260f9a86ad952190ee19bf203da4b98c1c615126431f48eb	
O22285	retrieved	694	d998d68a6fc474faaab47762744cdfc128524aed5376460b3da9ab08956a8c6f	
O22286	retrieved	408	78328a0c220a3ac4fb18e53c3dcc2c94a9738d1e41d82a9e4cda5d67867f0715	
O22446	retrieved	501	c417ee83671bac4cf5e01d18da94d0dd8d9470d7ae7530af85ceef1b1c879c71	
O22456	retrieved	251	9fbe4f2720bb28cdb7c6c290bde5182b69f6334b49e63b029523279848eb186d	
O22456-2	missing	0		not returned by UniProt
O22467	retrieved	424	c683b6439392133cff9551366a37f57100fcd22bf6cee2bb354a43bb7e094c7a	
O22476	retrieved	1196	62b8a7a2e671f9ff189141fe7f1ea88b89cd1882d5a536aef566f6bb34a6470c	
O22527	retrieved	324	7fa6fca25feb03e526907a66ff497e3f21e2a14084e318f7802b3d64d6322ec0	
O22558	retrieved	546	88dfaf518e3277e0a419165cd00b0b8f308caad931ddc9908c68b4c042a75a2d	
O22588	retrieved	267	c4d4ba42634193d5c7739e329679416904b0333b1e6a858e5b92085e8b393dcc	
O22607	retrieved	507	fd3016ba3136585a59ea4a6499fabe970ca293125a79c47447aebeb76a9c8c46	
O22609	retrieved	439	ddce06d9816a82ecd7f223eed11eb9b6aaee1f3097fe02bbcfb15a6abbe0a931	
O22622	retrieved	115	3c69e75f5a44aad0e265eda4d39b6e5bd4b6521a4ca28d0521ecddbf9f881e82	
O22704	retrieved	121	01091f8e2e7e7e0267667ce2c3a645fd13bfed400f928a422c07d5342ff6bf1f	
O22714	retrieved	491	0ffc7b466ce63d36b2577602f09b5a34606e2b09a2fc5fd1089277a4ec7581e0	
O22759	retrieved	402	50db52610559d96b29f190f6978b7ed8b1f5d3157580d203f0b0dbefeebecd7d	
O22763	retrieved	411	6afe70c8c32519c67872326fee01cc24198cda34db5dba912cde3073074809ad	
O22768	retrieved	310	c57228b10c777f93d180613014b87052ac3ea24e811b3292f598e30186aac842	
O22769	retrieved	255	54b91096fff8e9d27517fbf3aaf62aebddeb46a96a66845e264204446b9c305f	
O22798	retrieved	268	1e9c2c73c302500f090428c89ab04b19ef28a95d623d523e910dc670af716ca8	
O22815	retrieved	501	a7d60c750352c39231628c87fb10372f48d002244411c4cc39dda4689cf82a31	
O22823	retrieved	91	d137f2966d3aa0fd6d74747c799c44ae76f050a6dd11c791551121d046235f3b	
O22845	retrieved	215	1785d5b83298dadd646414b6b71c3970d1734cceb0834f2c0f3fa26430aa1fb3	
O22860	retrieved	69	a726bb591f779249daebe9c1fb77e3e5ad31bb9b78e8b77b244cc580144e6333	
O22890	retrieved	209	576823fcad360797737f1a2ac63145f533371d1e10ad4bc7c79f582c55d820ef	
O22900	retrieved	337	48493c94a394fc7581489f4e100adda15be1a36a22cd1320d53f0ebca21d1dd3	
O22914	retrieved	124	cb2395b2914b1f523645f4c0d3c7c24e3d9d52a98c8fcc26860f62503cf53533	
O22932	retrieved	435	9ec10ba7ff7095dede70f2c43239ccff6ff372e246b9a498a135bcf4833b74dd	
